name	chrom	start	end	score	strand	NMid	gene_name	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study	mm9_name	mm39ID
mmu_circ_0000104	chr1	159948067	159950488	0	-	NM_177839	Tnn	2421	528	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_177839	Tnn	Memczak2013	mm9_circ_001449	chr1:159948067-159950488
mmu_circ_0000105	chr1	160863417	160863479	0	-	NR_002840	Gas5	62	62	mm_ES	None	ANTISENSE, INTERNAL, ncRNA	NR_002840	Gas5	Memczak2013	mm9_circ_015001	chr1:160863417-160863479
mmu_circ_0000106	chr1	160864251	160864309	0	+	NR_002840	Gas5	58	58	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, INTERNAL, ncRNA	NR_002840	Gas5	Memczak2013	mm9_circ_007199	chr1:160864251-160864309
mmu_circ_0000107	chr1	162181088	162183078	0	-	NM_172646	Dnm3	1990	354	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_172646	Dnm3	Memczak2013	mm9_circ_013588	chr1:162181088-162183078
mmu_circ_0000108	chr1	163676229	163715874	0	+	NM_010629	Kifap3	39645	1090	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010629	Kifap3	Memczak2013	mm9_circ_014597	chr1:163676229-163715874
mmu_circ_0000109	chr1	163710951	163715874	0	+	NM_010629	Kifap3	4923	290	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_010629	Kifap3	Memczak2013	mm9_circ_017999	chr1:163710951-163715874
mmu_circ_0000110	chr1	163820162	163820249	0	+	NM_201364	BC055324	87	87	mm_ES, mm_head	None	ANTISENSE, coding, INTERNAL, intronic	NM_201364	BC055324	Memczak2013	mm9_circ_018441	chr1:163820162-163820249
mmu_circ_0000111	chr1	164206927	164230646	0	+	NM_138314	Nme7	23719	344	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_138314	Nme7	Memczak2013	mm9_circ_000733	chr1:164206927-164230646
mmu_circ_0000112	chr1	165133746	165149383	0	+	NM_001081126	Gpr161	15637	1744	mm_ES, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	NM_001081126	Gpr161	Memczak2013	mm9_circ_015484	chr1:165133746-165149383
mmu_circ_0000113	chr1	165305789	165307147	0	+	NM_027430	Brp44	1358	197	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027430	Brp44	Memczak2013	mm9_circ_009295	chr1:165305789-165307147
mmu_circ_0000114	chr1	165432178	165436173	0	-	NM_001083897	Mpzl1	3995	514	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001083897	Mpzl1	Memczak2013	mm9_circ_014443	chr1:165432178-165436173
mmu_circ_0000115	chr1	167062260	167065217	0	-	NM_030724	Uck2	2957	400	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_030724	Uck2	Memczak2013	mm9_circ_006877	chr1:167062260-167065217
mmu_circ_0000116	chr1	176871340	176894899	0	-	NM_011785	Akt3	23559	555	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011785	Akt3	Memczak2013	mm9_circ_009162	chr1:176871340-176894899
mmu_circ_0000117	chr1	178150698	178152878	0	-	None	None	2180	2180	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem	None	INTERGENIC	None	None	Memczak2013, Wang2012	mm9_circ_002100	chr1:178150698-178152878
mmu_circ_0000118	chr1	178157479	178157794	0	-	NM_016805	Hnrnpu	315	90	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_016805	Hnrnpu	Memczak2013	mm9_circ_015788	chr1:178157479-178157794
mmu_circ_0000119	chr1	178158365	178158688	0	+	NM_016805	Hnrnpu	323	323	mm_ES	None	ANTISENSE, CDS, coding, INTERNAL	NM_016805	Hnrnpu	Memczak2013	mm9_circ_012555	chr1:178158365-178158688
mmu_circ_0000120	chr1	178506390	178506924	0	+	NM_001161665	Kif26b	534	534	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001161665	Kif26b	Memczak2013	mm9_circ_001703	chr1:178506390-178506924
mmu_circ_0000121	chr1	178913888	178921967	0	-	NM_027188	Smyd3	8079	282	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_027188	Smyd3	Memczak2013	mm9_circ_006028	chr1:178913888-178921967
mmu_circ_0000122	chr1	179826926	179852367	0	+	NM_001033285	Cdc42bpa	25441	25441	mm_brain1, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_001033285	Cdc42bpa	Memczak2013	mm9_circ_003912	chr1:179826926-179852367
mmu_circ_0000123	chr1	180416962	180417158	0	+	NM_007415	Parp1	196	196	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_007415	Parp1	Memczak2013	mm9_circ_017126	chr1:180416962-180417158
mmu_circ_0000124	chr1	181653186	181659797	0	-	NM_133815	Lbr	6611	529	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_133815	Lbr	Memczak2013, Wang2012	mm9_circ_003826	chr1:181653186-181659797
mmu_circ_0000125	chr1	181751124	181789484	0	-	NM_010135	Enah	38360	767	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_010135	Enah	Memczak2013	mm9_circ_005856	chr1:181751124-181789484
mmu_circ_0000126	chr1	181758242	181789484	0	-	NM_010135	Enah	31242	486	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010135	Enah	Memczak2013	mm9_circ_003607	chr1:181758242-181789484
mmu_circ_0000127	chr1	181783958	181789484	0	-	NM_008680	Enah	5526	344	mm_ES, mm_head, C2C12-control-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_008680	Enah	Memczak2013, Wang2012	mm9_circ_017328	chr1:181783958-181789484
mmu_circ_0000128	chr1	182681521	182686175	0	+	NM_144796	Susd4	4654	363	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_144796	Susd4	Memczak2013	mm9_circ_002914	chr1:182681521-182686175
mmu_circ_0000129	chr1	185118442	185129464	0	+	NM_029735	Eprs	11022	601	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_029735	Eprs	Memczak2013	mm9_circ_005659	chr1:185118442-185129464
mmu_circ_0000130	chr1	189518832	189530878	0	+	NM_008976	Ptpn14	12046	483	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_008976	Ptpn14	Memczak2013	mm9_circ_016374	chr1:189518832-189530878
mmu_circ_0000131	chr1	190576683	190631768	0	-	NM_178775	Rps6kc1	55085	807	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_178775	Rps6kc1	Memczak2013	mm9_circ_007495	chr1:190576683-190631768
mmu_circ_0000132	chr1	190603788	190631768	0	-	NM_178775	Rps6kc1	27980	691	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178775	Rps6kc1	Memczak2013, Wang2012	mm9_circ_012003	chr1:190603788-190631768
mmu_circ_0000133	chr1	190617530	190631768	0	-	NM_178775	Rps6kc1	14238	331	mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178775	Rps6kc1	Memczak2013, Wang2012	mm9_circ_005949	chr1:190617530-190631768
mmu_circ_0000134	chr1	190698399	190699182	0	-	NM_144879	Vash2	783	132	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_144879	Vash2	Memczak2013	mm9_circ_000720	chr1:190698399-190699182
mmu_circ_0000135	chr1	191481651	191495783	0	+	NM_001134829	Lpgat1	14132	616	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001134829	Lpgat1	Memczak2013	mm9_circ_009875	chr1:191481651-191495783
mmu_circ_0000136	chr1	191921032	191924345	0	+	NM_010600	Kcnh1	3313	248	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_010600	Kcnh1	Memczak2013	mm9_circ_000571	chr1:191921032-191924345
mmu_circ_0000137	chr1	194700908	194706714	0	+	NR_015566	A330023F24Rik	5806	904	mm_brain1	None	ANNOTATED, INTERNAL, ncRNA	NR_015566	A330023F24Rik	Memczak2013	mm9_circ_008472	chr1:194700908-194706714
mmu_circ_0000138	chr1	183117415	183117478	0	-	None	None	63	63	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013	mm9_circ_007635	chr1:183117415-183117478
mmu_circ_0000139	chr10	5353840	5376275	0	-	NM_153399	Syne1	22435	1011	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_153399	Syne1	Memczak2013	mm9_circ_001767	chr10:5353840-5376275
mmu_circ_0000140	chr10	7674230	7686222	0	+	NM_026141	Ppil4	11992	706	mm_ES	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_026141	Ppil4	Memczak2013	mm9_circ_007708	chr10:7674230-7686222
mmu_circ_0000141	chr10	9673865	9675812	0	-	NM_001081344	Stxbp5	1947	278	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081344	Stxbp5	Memczak2013	mm9_circ_010719	chr10:9673865-9675812
mmu_circ_0000142	chr10	9717614	9719105	0	-	NM_001081344	Stxbp5	1491	199	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081344	Stxbp5	Memczak2013	mm9_circ_013699	chr10:9717614-9719105
mmu_circ_0000143	chr10	11054477	11061206	0	+	NM_172937	Shprh	6729	433	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_172937	Shprh	Memczak2013	mm9_circ_014114	chr10:11054477-11061206
mmu_circ_0000144	chr10	12312024	12331308	0	-	NM_011682	Utrn	19284	725	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011682	Utrn	Memczak2013	mm9_circ_009056	chr10:12312024-12331308
mmu_circ_0000145	chr10	12315370	12331308	0	-	NM_011682	Utrn	15938	613	mm_ES, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011682	Utrn	Memczak2013	mm9_circ_004868	chr10:12315370-12331308
mmu_circ_0000146	chr10	13879944	13942428	0	+	NM_010437	Hivep2	62484	62484	mm_brain1, mm_brain2	None	ALT_ACCEPTOR, coding, INTERNAL, intronic, UTR5	NM_010437	Hivep2	Memczak2013	mm9_circ_004997	chr10:13879944-13942428
mmu_circ_0000147	chr10	13879944	13961826	0	+	NM_010437	Hivep2	81882	81882	mm_brain1	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, UTR5	NM_010437	Hivep2	Memczak2013	mm9_circ_007853	chr10:13879944-13961826
mmu_circ_0000148	chr10	17965195	17972084	0	+	NM_001111065	Reps1	6889	982	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001111065	Reps1	Memczak2013, Wang2012	mm9_circ_017446	chr10:17965195-17972084
mmu_circ_0000149	chr10	17968592	17970656	0	+	NM_001111065	Reps1	2064	703	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001111065	Reps1	Memczak2013	mm9_circ_017338	chr10:17968592-17970656
mmu_circ_0000150	chr10	18479154	18495541	0	-	NM_001033258	D10Bwg1379e	16387	972	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001033258	D10Bwg1379e	Memczak2013	mm9_circ_008169	chr10:18479154-18495541
mmu_circ_0000151	chr10	22581591	22587990	0	-	NM_011603	Tbpl1	6399	727	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3, UTR5	NM_011603	Tbpl1	Memczak2013, Wang2012	mm9_circ_005086	chr10:22581591-22587990
mmu_circ_0000152	chr10	23674643	23681938	0	+	NM_183116	1110021L09Rik	7295	458	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_183116	1110021L09Rik	Memczak2013	mm9_circ_011389	chr10:23674643-23681938
mmu_circ_0000153	chr10	25096508	25165628	0	-	NM_018747	Akap7	69120	840	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_018747	Akap7	Memczak2013	mm9_circ_000741	chr10:25096508-25165628
mmu_circ_0000154	chr10	25143205	25165628	0	-	NM_018747	Akap7	22423	579	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_018747	Akap7	Memczak2013, Wang2012	mm9_circ_010383	chr10:25143205-25165628
mmu_circ_0000155	chr10	25869264	25870283	0	-	NM_029881	Tmem200a	1019	1019	mm_head, mm_brain1	None	ALT_DONOR, CDS, coding, INTERNAL, UTR5	NM_029881	Tmem200a	Memczak2013	mm9_circ_006263	chr10:25869264-25870283
mmu_circ_0000156	chr10	26178550	26228273	0	-	NM_172787	L3mbtl3	49723	1751	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_172787	L3mbtl3	Memczak2013	mm9_circ_011517	chr10:26178550-26228273
mmu_circ_0000157	chr10	31393379	31410892	0	-	NM_001146349	Rnf217	17513	399	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001146349	Rnf217	Memczak2013	mm9_circ_015992	chr10:31393379-31410892
mmu_circ_0000158	chr10	39770011	39798187	0	-	NR_033628	AA474331	28176	23564	mm_ES, mm_head, mm_brain2	None	ALT_ACCEPTOR, ncRNA, upstream_start	NR_033628	AA474331	Memczak2013	mm9_circ_013819	chr10:39770011-39798187
mmu_circ_0000159	chr10	40130259	40130460	0	-	NM_026113	Gtf3c6	201	109	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_026113	Gtf3c6	Memczak2013	mm9_circ_018856	chr10:40130259-40130460
mmu_circ_0000160	chr10	40134577	40134670	0	+	None	None	93	93	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013	mm9_circ_001070	chr10:40134577-40134670
mmu_circ_0000161	chr10	40342633	40345951	0	+	NM_001168304	Cdk19	3318	346	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001168304	Cdk19	Memczak2013	mm9_circ_010538	chr10:40342633-40345951
mmu_circ_0000162	chr10	40708572	40708672	0	+	NM_027879	Cdc40	100	100	mm_ES	None	ANTISENSE, coding, INTERNAL, UTR3	NM_027879	Cdc40	Memczak2013	mm9_circ_000024	chr10:40708572-40708672
mmu_circ_0000163	chr10	43269866	43271688	0	+	NM_001168289	Pdss2	1822	306	mm_ES, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001168289	Pdss2	Memczak2013, Wang2012	mm9_circ_010770	chr10:43269866-43271688
mmu_circ_0000164	chr10	43269866	43289543	0	+	NM_001168289	Pdss2	19677	339	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001168289	Pdss2	Memczak2013	mm9_circ_016668	chr10:43269866-43289543
mmu_circ_0000165	chr10	45295232	45296804	0	-	NM_001031772	Lin28b	1572	257	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001031772	Lin28b	Memczak2013	mm9_circ_009965	chr10:45295232-45296804
mmu_circ_0000166	chr10	52305288	52312759	0	+	NM_030250	Nus1	7471	463	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_030250	Nus1	Memczak2013, Wang2012	mm9_circ_014703	chr10:52305288-52312759
mmu_circ_0000167	chr10	55999606	56027949	0	-	NM_001033385	D630037F22Rik	28343	413	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001033385	D630037F22Rik	Memczak2013	mm9_circ_014615	chr10:55999606-56027949
mmu_circ_0000168	chr10	56053587	56071596	0	-	NM_001033385	D630037F22Rik	18009	530	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001033385	D630037F22Rik	Memczak2013	mm9_circ_010387	chr10:56053587-56071596
mmu_circ_0000169	chr10	58290394	58293606	0	+	NM_011240	Ranbp2	3212	723	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_011240	Ranbp2	Memczak2013	mm9_circ_016625	chr10:58290394-58293606
mmu_circ_0000170	chr10	59435749	59436515	0	-	NM_001033259	Ccdc109a	766	766	mm_ES, mm_head, C2C12-control-cyto	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_001033259	Ccdc109a	Memczak2013, Wang2012	mm9_circ_001863	chr10:59435749-59436515
mmu_circ_0000171	chr10	59563778	59576644	0	+	NM_144822	Cbara1	12866	500	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_144822	Cbara1	Memczak2013	mm9_circ_015674	chr10:59563778-59576644
mmu_circ_0000172	chr10	62606633	62626821	0	-	NM_026201	Ccar1	20188	1158	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_026201	Ccar1	Memczak2013	mm9_circ_006029	chr10:62606633-62626821
mmu_circ_0000173	chr10	66993685	67025628	0	+	NM_207221	Jmjd1c	31943	279	mm_ES, C2C12-control-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_207221	Jmjd1c	Memczak2013, Wang2012	mm9_circ_018701	chr10:66993685-67025628
mmu_circ_0000174	chr10	68584205	68587158	0	+	NM_177794	Tmem26	2953	335	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_177794	Tmem26	Memczak2013	mm9_circ_017222	chr10:68584205-68587158
mmu_circ_0000175	chr10	69763524	69768326	0	+	NM_009670	Ank3	4802	227	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_009670	Ank3	Memczak2013	mm9_circ_007543	chr10:69763524-69768326
mmu_circ_0000176	chr10	69830201	69835328	0	+	NM_170730	Ank3	5127	351	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_170730	Ank3	Memczak2013	mm9_circ_009105	chr10:69830201-69835328
mmu_circ_0000177	chr10	70025631	70025684	0	-	NM_001111121	Ccdc6	53	53	mm_ES	None	ANTISENSE, coding, INTERNAL, UTR3	NM_001111121	Ccdc6	Memczak2013	mm9_circ_007362	chr10:70025631-70025684
mmu_circ_0000178	chr10	70334715	70356755	0	+	NM_001143776	Fam13c	22040	212	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001143776	Fam13c	Memczak2013	mm9_circ_013212	chr10:70334715-70356755
mmu_circ_0000179	chr10	75082139	75082211	0	+	NM_001145826	Specc1l	72	72	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_001145826	Specc1l	Memczak2013	mm9_circ_001877	chr10:75082139-75082211
mmu_circ_0000180	chr10	75109850	75115795	0	+	NM_001145826	Specc1l	5945	344	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001145826	Specc1l	Memczak2013	mm9_circ_003232	chr10:75109850-75115795
mmu_circ_0000181	chr10	75520125	75535929	0	-	NM_172549	Cabin1	15804	629	mm_head, C2C12-control-cyto, C2C12-control-ins, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_172549	Cabin1	Memczak2013, Wang2012	mm9_circ_010009	chr10:75520125-75535929
mmu_circ_0000182	chr10	79546140	79546199	0	+	NM_001077184	Bsg	59	59	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_001077184	Bsg	Memczak2013	mm9_circ_005219	chr10:79546140-79546199
mmu_circ_0000183	chr10	79547492	79547550	0	-	NM_001077184	Bsg	58	58	mm_ES, mm_head	None	ANTISENSE, coding, INTERNAL, UTR3	NM_001077184	Bsg	Memczak2013	mm9_circ_000830	chr10:79547492-79547550
mmu_circ_0000184	chr10	79701007	79701163	0	-	NM_181681	BC005764	156	156	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_181681	BC005764	Memczak2013	mm9_circ_015078	chr10:79701007-79701163
mmu_circ_0000185	chr10	79981455	79981602	0	+	NM_025313	Atp5d	147	147	mm_brain2	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	NM_025313	Atp5d	Memczak2013	mm9_circ_002818	chr10:79981455-79981602
mmu_circ_0000186	chr10	80547945	80551013	0	-	NM_007460	Ap3d1	3068	744	mm_head, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007460	Ap3d1	Memczak2013, Wang2012	mm9_circ_011925	chr10:80547945-80551013
mmu_circ_0000187	chr10	80639416	80639722	0	+	NM_013651	Sf3a2	306	210	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_013651	Sf3a2	Memczak2013	mm9_circ_013932	chr10:80639416-80639722
mmu_circ_0000188	chr10	80944581	80954063	0	+	NM_023138	Map2k2	9482	436	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_023138	Map2k2	Memczak2013	mm9_circ_000870	chr10:80944581-80954063
mmu_circ_0000189	chr10	81077828	81085630	0	+	NM_001034895	Zfr2	7802	1690	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001034895	Zfr2	Memczak2013	mm9_circ_000424	chr10:81077828-81085630
mmu_circ_0000190	chr10	81082563	81084324	0	-	NM_001034895	Zfr2	1761	1761	mm_ES	None	ANTISENSE, CDS, coding, INTERNAL	NM_001034895	Zfr2	Memczak2013	mm9_circ_011812	chr10:81082563-81084324
mmu_circ_0000191	chr10	81323513	81324192	0	-	NM_134009	Ncln	679	297	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_134009	Ncln	Memczak2013	mm9_circ_006120	chr10:81323513-81324192
mmu_circ_0000192	chr10	82204404	82204792	0	+	None	None	388	388	mm_ES	None	INTERGENIC	None	None	Memczak2013	mm9_circ_018846	chr10:82204404-82204792
mmu_circ_0000193	chr10	82204404	82219678	0	+	None	None	15274	15274	mm_ES, mm_brain1	None	INTERGENIC	None	None	Memczak2013	mm9_circ_009537	chr10:82204404-82219678
mmu_circ_0000194	chr10	84783275	84783884	0	+	NM_001013441	Ric8b	609	609	mm_ES, mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001013441	Ric8b	Memczak2013	mm9_circ_004072	chr10:84783275-84783884
mmu_circ_0000195	chr10	86541204	86541303	0	-	NM_011631	Hsp90b1	99	99	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, UTR5	NM_011631	Hsp90b1	Memczak2013	mm9_circ_001170	chr10:86541204-86541303
mmu_circ_0000196	chr10	88828736	88834022	0	-	NM_178773	Ano4	5286	389	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_178773	Ano4	Memczak2013	mm9_circ_010838	chr10:88828736-88834022
mmu_circ_0000197	chr10	89878407	89913004	0	+	NM_001128086	Anks1b	34597	913	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001128086	Anks1b	Memczak2013	mm9_circ_003568	chr10:89878407-89913004
mmu_circ_0000198	chr10	89885677	89913004	0	+	NM_001128086	Anks1b	27327	756	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001128086	Anks1b	Memczak2013	mm9_circ_011391	chr10:89885677-89913004
mmu_circ_0000199	chr10	89905329	89913004	0	+	NM_001128086	Anks1b	7675	459	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001128086	Anks1b	Memczak2013	mm9_circ_010626	chr10:89905329-89913004
mmu_circ_0000200	chr10	89905329	89999166	0	+	NM_001128086	Anks1b	93837	603	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001128086	Anks1b	Memczak2013	mm9_circ_009782	chr10:89905329-89999166
mmu_circ_0000201	chr10	90730960	90759464	0	+	NM_001177396	Anks1b	28504	561	mm_brain1, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL	NM_001177396	Anks1b	Memczak2013	mm9_circ_017958	chr10:90730960-90759464
mmu_circ_0000202	chr10	90730960	90784534	0	+	NM_001177396	Anks1b	53574	791	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001177396	Anks1b	Memczak2013	mm9_circ_002573	chr10:90730960-90784534
mmu_circ_0000203	chr10	90750557	90759464	0	+	NM_001177396	Anks1b	8907	273	mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL	NM_001177396	Anks1b	Memczak2013	mm9_circ_010003	chr10:90750557-90759464
mmu_circ_0000204	chr10	90750557	90784534	0	+	NM_001177396	Anks1b	33977	503	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001177396	Anks1b	Memczak2013	mm9_circ_005340	chr10:90750557-90784534
mmu_circ_0000205	chr10	91911031	91972552	0	-	NR_028262	Rmst	61521	8976	mm_head	None	ALT_DONOR, downstream_end, ncRNA	NR_028262	Rmst	Memczak2013	mm9_circ_005214	chr10:91911031-91972552
mmu_circ_0000206	chr10	91939567	91972552	0	-	NR_028262	Rmst	32985	961	mm_head	None	ANNOTATED, INTERNAL, ncRNA	NR_028262	Rmst	Memczak2013	mm9_circ_011291	chr10:91939567-91972552
mmu_circ_0000207	chr10	93057448	93074905	0	+	NM_146239	Cdk17	17457	991	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_146239	Cdk17	Memczak2013	mm9_circ_018892	chr10:93057448-93074905
mmu_circ_0000208	chr10	93925438	93925624	0	+	NM_053072	Fgd6	186	99	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_053072	Fgd6	Memczak2013	mm9_circ_001872	chr10:93925438-93925624
mmu_circ_0000209	chr10	94584802	94586521	0	+	NM_029852	Ccdc41	1719	410	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_029852	Ccdc41	Memczak2013	mm9_circ_004012	chr10:94584802-94586521
mmu_circ_0000210	chr10	103006281	103025886	0	-	NM_001163559	Lrriq1	19605	1108	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001163559	Lrriq1	Memczak2013	mm9_circ_015542	chr10:103006281-103025886
mmu_circ_0000211	chr10	109652114	109660542	0	-	NM_001081035	Nav3	8428	613	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081035	Nav3	Memczak2013	mm9_circ_005597	chr10:109652114-109660542
mmu_circ_0000212	chr10	116353221	116385080	0	-	NM_001037846	Cnot2	31859	333	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001037846	Cnot2	Memczak2013, Wang2012	mm9_circ_011356	chr10:116353221-116385080
